Symbol,Description,Industry,Sector,Exchange,Index,Market capitalization,Market capitalization - Currency,Price,Price - Currency,Pre-market Open,Pre-market Open - Currency,Pre-market Change,Pre-market Change - Currency,Pre-market Change %,Pre-market Gap %,Float shares outstanding,Volume 1 day,Volume 1 week,Pre-market Volume,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Volatility 1 day,Volatility 1 week,Volatility 1 month,Volume Weighted Average Price 1 day,Price to earnings ratio,Relative Volume at Time,Relative Volume 1 day,Beta 1 year,Beta 3 years,Beta 5 years,Relative Volume 1 minute,Relative Volume 5 minutes,Relative Volume 15 minutes,Relative Volume 30 minutes,Relative Volume 1 hour,Relative Volume 2 hours,Relative Volume 4 hours,Relative Volume 1 week,Relative Volume 1 month,High 1 month,High 1 month - Currency,High 3 months,High 3 months - Currency,High 6 months,High 6 months - Currency,High 52 weeks,High 52 weeks - Currency,High All Time,High All Time - Currency,High 5 minutes,High 5 minutes - Currency,High 15 minutes,High 15 minutes - Currency,High 30 minutes,High 30 minutes - Currency,High 1 hour,High 1 hour - Currency,High 2 hours,High 2 hours - Currency,High 4 hours,High 4 hours - Currency,High 1 day,High 1 day - Currency,High 1 week,High 1 week - Currency,High 1 month,High 1 month - Currency,"Revenue per employee, Annual","Revenue per employee, Annual - Currency",Simple Moving Average (5) 1 minute,Simple Moving Average (8) 1 minute,Simple Moving Average (5) 5 minutes,Simple Moving Average (13) 5 minutes,"Bollinger Bands (20) 1 minute, Upper","Bollinger Bands (20) 1 minute, Basis","Bollinger Bands (20) 1 minute, Lower","Bollinger Bands (20) 5 minutes, Upper","Bollinger Bands (20) 5 minutes, Basis","Bollinger Bands (20) 5 minutes, Lower",International Securities Identification Number,Relative Volume 1 day,Recent earnings date,Upcoming earnings date,Analyst Rating,Target price 1 year,Target price 1 year - Currency,Technical Rating 5 minutes,Exponential Moving Average (3) 1 day,Exponential Moving Average (7) 1 day
ACVA,ACV Auctions Inc.,Internet retail,Retail trade,NASDAQ,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",2465659035,USD,14.61,USD,14.86,USD,0.8900000000000006,USD,6.091718001368929,1.7111567419575633,160837264.125,3259582,8875608,8350,3379516.3,2608346.3666666667,1866735.7666666666,6.832740213523126,5.436426653986383,6.589279957964046,14.556666666666667,,0.8636081238377776,0.9746383329083445,1.7718911,1.803555,1.7302905,8.173452935569788,5.1334901008875065,3.8993736180366882,2.6405733506904783,1.4729244353165625,0.8461041500240771,0.8431044936791493,0.9544415548741783,1.458358511650629,21.5,USD,22.47,USD,23.456,USD,23.456,USD,37.7699,USD,14.69,USD,14.74,USD,14.78,USD,14.78,USD,14.78,USD,15.01,USD,15.01,USD,15.01,USD,16.26,USD,219708.965517241,USD,14.639499999999979,14.645312500000017,14.689999999999966,14.795000000000025,14.767907414699392,14.681124999999994,14.594342585300597,15.039183994716476,14.815750000000032,14.592316005283587,,0.9746383329083445,2025-02-19,2025-05-07,Strong buy,23.954545,USD,Sell,14.438863832971942,14.396628512390954
SAM,"Boston Beer Company, Inc. (The)",Beverages: alcoholic,Consumer non-durables,NYSE,"S&P MidCap 400, Russell 3000, Russell 1000",2464191319.9999995,USD,219.16,USD,220.41,USD,7.8300000000000125,USD,3.5727322504106644,0.5703595546632597,8342270.328,223496,576684,2802,228150.2,247211.5,171432.1888888889,3.245002324500241,2.864472292866144,3.7068619942541634,218.78,44.44534577164875,0.8656099637455877,0.9833119948611679,0.15902688,1.1711302,1.1446173,2.8953249307231608,10.330158142976048,6.267723281216535,4.724876173978943,2.1261539960538816,1.277768425059105,1.1947377698014645,0.5441134761409009,0.9255863957085546,253.25,USD,310.47,USD,329.545,USD,339.7699,USD,1349.98,USD,219.49,USD,219.49,USD,219.49,USD,219.49,USD,219.49,USD,219.49,USD,222.08,USD,231.31,USD,253.25,USD,793427.6704769409,USD,218.71899999999988,218.24375,217.63000000000005,217.35948461538436,219.15178642535898,217.47025000000016,215.78871357464135,218.7229884716302,217.25233999999938,215.78169152836855,,0.9833119948611679,2025-02-25,2025-04-24,Neutral,262.461538,USD,Buy,222.2047089550578,226.28653100663723
LBRT,Liberty Energy Inc.,Oilfield services/Equipment,Industrial services,NYSE,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",2386340493,USD,14.7,USD,14.76,USD,0.0600000000000005,USD,0.40816326530612584,0.40816326530612584,156413008.704,2942658,7041781,100,3209726.8,3369726.6,3108632.6555555556,2.39749826268241,3.0635767493640573,4.5182778117438955,14.608333333333334,7.882460185532736,0.9176134891918972,0.9281829960012207,0.94132525,0.71389747,1.5969117,5.8831235162257505,5.848294816084637,5.2263845146678936,4.421246687607057,2.340216345178788,1.5147163857962278,1.1654662874382957,0.444814792455704,0.8167701864354246,18.76,USD,23.58,USD,23.58,USD,24.75,USD,24.75,USD,14.7,USD,14.7,USD,14.7,USD,14.7,USD,14.7,USD,14.735,USD,14.735,USD,14.735,USD,17.45,USD,757045.7894736839,USD,14.64499999999999,14.645000000000032,14.667999999999978,14.663461538461588,14.689660605483937,14.653000000000029,14.616339394516121,14.74608948778949,14.633249999999967,14.520410512210443,,0.9281829960012207,2025-01-29,2025-04-16,Buy,20.730769,USD,Strong buy,14.628257653575197,14.68391660693488
VCEL,Vericel Corporation,Pharmaceuticals: major,Health technology,NASDAQ,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Biotechnology, Mini-Russell 2000",2370056547,USD,47.43,USD,48.7,USD,0.3999999999999986,USD,0.843348091924939,2.677630191861698,49442820.4768,373396,1340907,500,416226.8,419089.5,413240.34444444446,3.7077426390403394,3.8136078937281774,5.371807442831194,46.943333333333335,256.9339111592633,0.8186437081330623,0.8682604167369103,1.6507843,1.2737375,1.7915642,2.8825136612021858,5.2749966753424395,5.506304882115378,6.528973690497211,2.38329769325265,1.0812442591312066,1.2183265669828334,0.6768286505841498,0.7643889871717384,58.77,USD,63,USD,63,USD,63,USD,1590,USD,47.55,USD,47.55,USD,47.55,USD,47.55,USD,47.55,USD,47.55,USD,47.55,USD,48,USD,52.06,USD,664492.99719888,USD,47.44500000000009,47.429375000000036,47.38499999999984,47.235769230769456,47.53534665472153,47.39485000000005,47.25435334527857,47.48468381584456,47.19575000000015,46.906816184155744,,0.8682604167369103,2025-02-27,2025-05-07,Strong buy,65.375,USD,Buy,46.96916623782429,47.14294698889273
PSNYW,Polestar Automotive Holding UK Limited,Motor vehicles,Consumer durables,NASDAQ,,2370048763,USD,0.19199,USD,0.192,USD,0.000010000000000010001,USD,0.005208604614828898,0.005208604614828898,,26513,141888,100,104406.8,82454.23333333334,334511.5111111111,4.211663066954644,6.997246996513949,8.645677016783134,0.19006333333333333,,0.2534310272237411,0.25551669537009103,-2.0033422,1.6082973,1.3683329,2.3485204321277595,1.547029702970297,0.6454527851287678,0.33200531208499334,0.1687165730289686,0.07535227187099691,0.09914841278038064,0.18231640829685625,0.09726903430677097,0.22,USD,0.4359,USD,0.4359,USD,0.6088,USD,7,USD,0.19199,USD,0.19199,USD,0.19199,USD,0.19199,USD,0.19199,USD,0.19199,USD,0.193,USD,0.195,USD,0.215,USD,,,0.1897292000000001,0.18973074999999986,0.1897292,0.19029584615384637,0.1959250010492933,0.1908022999999998,0.18567959895070632,0.1955918808007948,0.1904322999999996,0.18527271919920443,,0.25551669537009103,,,,,,Strong buy,0.1917630926204401,0.19225458175367155
DGNX,Diginex Limited,Miscellaneous commercial services,Commercial services,NASDAQ,"NASDAQ Composite, NASDAQ Computer",2368357589,USD,103,USD,96,USD,7,USD,6.796116504854369,-6.796116504854369,8595850.397342,122999,237104,5054,59848.5,116439.33333333333,,55.194444444444436,20.316698451735544,27.835565205141364,95.58,,2.263759364267495,2.178299708140886,8.897922,,,0.49225986138998634,1.676684748081904,14.76217930239262,6.102305278952394,4.083838457606077,2.7875676079858427,2.433800002895571,,,111.74,USD,111.74,USD,111.74,USD,111.74,USD,111.74,USD,108.45,USD,111.74,USD,111.74,USD,111.74,USD,111.74,USD,111.74,USD,111.74,USD,111.74,USD,111.74,USD,48437.3254545452,USD,104.09703999999988,104.06117500000008,101.99564000000002,93.68928461538468,112.49803540402822,100.76387500000003,89.02971459597184,105.06643858122523,91.237285,77.40813141877477,,2.178299708140886,,,,,,Buy,84.1394142760284,71.23507422435058
NEXT,NextDecade Corporation,Oil & gas production,Energy minerals,NASDAQ,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",2362213440.0000005,USD,9.07,USD,8.88,USD,0.0600000000000005,USD,0.6615214994487375,-2.094818081587646,164828905.39699998,2046547,7403483,700,1661683.6,1506405.4666666666,1893171.7777777778,7.413921316351702,8.011620180773072,7.79301283266697,8.880633333333334,,1.2310963361695821,1.2808997048208914,1.4020926,2.2500896,1.1928945,4.1249576144922475,6.813405542270361,6.326920976096398,5.182743368135886,1.158535732117566,0.789977266461514,1.03467453422667,0.9063305944870269,0.5729251083987501,9.1,USD,9.47,USD,9.47,USD,9.47,USD,20,USD,9.1,USD,9.1,USD,9.1,USD,9.1,USD,9.1,USD,9.1,USD,9.1,USD,9.1,USD,9.1,USD,0,USD,9.078900000000004,9.052437499999996,9.038999999999987,8.970384615384638,9.112597209346173,9.028724999999994,8.944852790653815,9.080108153956312,8.931250000000011,8.78239184604371,,1.2808997048208914,2025-02-28,2025-05-28,Strong buy,12.5,USD,Buy,8.45283365474561,7.880376599160687
EWTX,"Edgewise Therapeutics, Inc.",Biotechnology,Health technology,NASDAQ,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Biotechnology, Mini-Russell 2000",2341097951.0000005,USD,24.59,USD,24.42,USD,0.4200000000000017,USD,1.708011386742585,-0.6913379422529408,67232745.1911,2376552,5183830,1227,1812952.1,1297407.4333333333,998590.3666666667,16.158798283261806,9.07351800379914,8.946679616388884,24.985,,1.3882784924995044,1.4373726865852183,2.314405,0.3727593,0.22736557,2.293009919404836,3.0741050997687105,4.105519440011692,5.377308053338453,2.9464011052352506,2.154421990779041,2.2445174033841133,0.9834837609439872,1.0531299050322502,30.04,USD,32.61,USD,38.12,USD,38.12,USD,40.49,USD,24.73,USD,24.73,USD,24.73,USD,24.73,USD,24.73,USD,26.0099,USD,27.065,USD,27.065,USD,30.04,USD,0,USD,24.49299999999998,24.389374999999994,24.07000000000005,23.9546153846155,24.76586362203314,24.11700000000002,23.468136377966896,25.808785174646776,24.409500000000055,23.010214825353334,,1.4373726865852183,2025-03-03,2025-05-08,Strong buy,47.444444,USD,Neutral,25.4483200705971,25.862714858343274
ABR,Arbor Realty Trust,Real estate investment trusts,Finance,NYSE,"Russell 2000, Russell 3000, Mini-Russell 2000",2332811761,USD,12.31,USD,12.36,USD,0.006800000000000139,USD,0.05523964256701981,0.4061738424045404,182316885.845,2461615,7623492,2981,3944113,4490975.866666666,3006669.2666666666,2.0254098360655854,2.064043476145652,4.467335688030591,12.319033333333335,10.831500219973602,0.514289212088642,0.5984614121527041,0.79357356,1.5909954,1.9886792,3.6222888625427156,5.074433322718445,3.0312911173078483,3.43185919601165,1.8644941312671959,0.9284759394290074,1.1410551692963384,0.4385675746099811,0.7990520028590921,14.3267,USD,14.3267,USD,15.94,USD,15.94,USD,34.45,USD,12.365,USD,12.4,USD,12.4,USD,12.4,USD,12.4,USD,12.4471,USD,12.4471,USD,12.47,USD,12.7276,USD,2177968.1335356603,USD,12.335999999999977,12.346874999999969,12.367999999999967,12.36112307692308,12.408815383090039,12.366784999999972,12.324754616909905,12.430093850270568,12.367980000000045,12.305866149729523,,0.5984614121527041,2025-02-21,2025-05-02,Neutral,12.625,USD,Sell,12.287931164941394,12.267333019947941
AMBA,"Ambarella, Inc.",Semiconductors,Electronic technology,NASDAQ,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Computer, Mini-Russell 2000",2299862821,USD,55.15,USD,55.3,USD,0.09000000000000341,USD,0.16319129646419475,0.2719854941069784,39131029.998,656441,2251789,300,942026.7,1043630.1333333333,824550.7444444444,4.968248038849465,3.934389362438462,6.66864279160231,54.96333333333334,,0.6372850666928488,0.6460129300800617,2.3764184,2.170398,1.7787169,5.2523478862372635,7.65924556325114,3.810453434864588,3.3314414261389764,1.5949494128077528,0.8473818982686492,1.0089523785453423,0.5254058709014677,1.0554239711865474,84,USD,85.15,USD,85.15,USD,85.15,USD,227.5899,USD,55.5,USD,55.685,USD,55.725,USD,55.725,USD,55.725,USD,56.2,USD,56.2,USD,56.6,USD,62.21,USD,,,55.17499999999991,55.27249999999992,55.43399999999993,55.60576923076903,55.81575948376962,55.45000000000006,55.0842405162305,56.08707572395091,55.52125000000025,54.95542427604959,,0.6460129300800617,2025-02-26,2025-06-03,Buy,93.636364,USD,Sell,54.685589648151364,54.41594781699328
TTMI,"TTM Technologies, Inc.",Electronic components,Electronic technology,NASDAQ,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Computer, Mini-Russell 2000",2297654544,USD,22.61,USD,23.34,USD,0.8000000000000007,USD,3.5382574082264515,3.2286598850066364,98604278.994,857849,1870070,200,627188.4,806438.6333333333,669890.4777777778,4.897025171624715,3.1103247209997136,3.905293830065461,22.44666666666667,41.75438596491228,0.5905503815007864,1.4552605052508865,1.9676305,1.3637246,1.1870707,1.9796422423471298,3.6665412118931124,2.830000298035943,2.768853400135692,1.3328275418534077,0.7246824204343669,0.8778279855870083,0.5364036656511711,0.5076338087571122,26.8914,USD,30.41,USD,30.41,USD,30.41,USD,30.41,USD,22.67,USD,22.75,USD,22.76,USD,22.76,USD,22.76,USD,22.88,USD,22.88,USD,22.88,USD,24.26,USD,148948.353658537,USD,22.614999999999977,22.626874999999977,22.679000000000038,22.70269999999986,22.758601066219438,22.66949999999999,22.58039893378054,22.880537499170405,22.641754999999947,22.402972500829488,,1.4552605052508865,2025-02-05,2025-04-30,Strong buy,34.75,USD,Neutral,22.241006217296032,22.183335312222628
ENOV,Enovis Corporation,Medical specialties,Health technology,NYSE,"Russell 3000, Russell 1000",2246068454,USD,39.43,USD,41.4,USD,1.9699999999999989,USD,4.996195790007605,4.996195790007605,55965629.085599996,1035656,3319893,200,1039095.4,918907.4333333333,854332.3777777777,2.6322547508988334,3.589781024481706,4.655469189608711,39.445,,0.921877871817025,0.972059311183606,0.91320753,1.4302315,1.8835207,2.442382214970426,5.068123886219575,4.1076412279857575,3.0255275920828417,1.5198285384117745,0.7792458801932775,1.0179925723658043,0.6801274509781828,0.9990916838501023,44.755,USD,49.38,USD,49.83,USD,62.79,USD,72.13,USD,39.54,USD,39.54,USD,39.54,USD,39.54,USD,39.54,USD,39.62,USD,39.965,USD,39.965,USD,39.965,USD,286089.724446858,USD,39.44299999999998,39.446875000000034,39.46199999999997,39.45679230769239,39.53138396042492,39.46249999999999,39.393616039575065,39.64720913967455,39.43147000000006,39.21573086032557,,0.972059311183606,2025-02-26,2025-05-01,Strong buy,64.5,USD,Buy,38.94259071295467,38.23019175739933
HWKN,"Hawkins, Inc.",Chemicals: specialty,Process industries,NASDAQ,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",2239194165,USD,106.99,USD,107.8,USD,0.8100000000000023,USD,0.7570801009440157,0.7570801009440157,19226844.43,106169,301134,200,102249.1,111842.76666666666,130087.14444444445,3.6290449595325107,3.1093896806483947,3.8323450715272718,106.7727,27.3107849393746,1.2684125667235415,0.9762792348591154,1.2843589,0.9212104,0.7597806,2.5879230258792303,3.4388956557044255,3.440645687857078,2.844493030882755,0.9913325078578912,0.5611628709454796,0.8236214175672975,0.4422737146356831,0.554522855922145,112.49,USD,127.95,USD,139.5548,USD,139.5548,USD,139.5548,USD,107.26,USD,107.67,USD,107.67,USD,107.67,USD,107.67,USD,107.67,USD,108.565,USD,109.77,USD,109.77,USD,984113.4903640259,USD,106.9380000000001,106.89500000000011,107.33699999999992,107.2180769230771,107.82289651405641,107.19574999999995,106.56860348594348,107.94316162763957,106.88200000000003,105.8208383723605,,0.9762792348591154,2025-01-29,2025-05-14,Neutral,127,USD,Strong buy,106.58583078068838,105.98388036529735
AESI,Atlas Energy Solutions Inc.,Oilfield services/Equipment,Industrial services,NYSE,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",2236365545,USD,18.37,USD,18.59,USD,0.21999999999999886,USD,1.1976047904191556,1.1976047904191556,76455698.28216,1425775,4167955,100,1411852.3,1526271.8,1490536.6444444444,3.611111111111103,3.4614773245361876,5.009399989797162,18.34,33.95563770794824,0.9332346217148906,0.975947316265524,1.4821129,1.1504264,1.1504264,2.5679937236562775,4.86409757440681,5.155322403872499,10.24849758829122,4.070571633464479,2.186092000999728,1.3787052531346866,0.539903915755012,0.7987525819887211,22.74,USD,26.86,USD,26.86,USD,26.86,USD,26.86,USD,18.37,USD,18.41,USD,18.495,USD,18.495,USD,18.495,USD,18.65,USD,18.65,USD,18.65,USD,19.7,USD,923846.8941382329,USD,18.32200000000002,18.321249999999996,18.350999999999992,18.477692307692273,18.43057788268507,18.353500000000015,18.276422117314958,18.691096131637575,18.48299999999997,18.27490386836236,,0.975947316265524,2025-02-24,2025-05-12,Buy,23.181818,USD,Sell,18.16033109654319,17.983294517223403
LIVN,LivaNova PLC,Medical specialties,Health technology,NASDAQ,"NASDAQ Composite, Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",2219726078,USD,40.84,USD,43.9,USD,3.059999999999995,USD,7.49265426052888,7.49265426052888,54169993.229,706127,2479609,100,914924.2,781279.8,590365.7666666667,1.627531370356569,2.8556981570094435,4.352494966143543,40.66166666666667,35.56871625152412,0.5427500817465837,0.7716724741150995,0.9731112,0.91000426,1.1088967,4.060975109689589,7.704184591317951,7.696571964292993,6.642027764550749,2.472747603398197,0.9731027517598964,0.9700790122806908,0.8086435318144439,0.893156245914943,49.795,USD,52.08,USD,57.3498,USD,64.475,USD,131.54,USD,40.84,USD,40.89,USD,40.89,USD,40.89,USD,40.89,USD,40.89,USD,40.9,USD,41.715,USD,42.75,USD,432219.65517241403,USD,40.817999999999905,40.78812499999996,40.79299999999995,40.79250000000017,40.89585290636835,40.79649999999998,40.697147093631614,40.9527985089762,40.72037499999997,40.487951491023736,GB00BYMT0J19,0.7716724741150995,2025-02-25,2025-04-30,Buy,63,USD,Strong buy,40.5723472926663,40.20015442814899
CC,Chemours Company (The),Chemicals: specialty,Process industries,NYSE,"S&P MidCap 400, Russell 3000, Russell 1000",2205745956,USD,14.76,USD,15.09,USD,0.2400000000000002,USD,1.6260162601626031,2.2357723577235777,148417926.914,2286496,7889713,200,3194366.8,2565538.566666667,1963051.9333333333,2.5499655410062094,3.880935962102841,5.5530668397420975,14.716666666666667,25.487825936798483,0.6258715671635996,0.7128157894039506,1.80146,1.7980433,1.9784656,4.054747698148466,6.206519848310893,5.484633720955024,5.566159440517235,1.767987681118093,0.9743193300570778,0.8024024878365077,0.7748236021425782,1.2374545842990696,17.79,USD,20.12,USD,22.38,USD,29.21,USD,58.08,USD,14.79,USD,14.835,USD,14.835,USD,14.835,USD,14.835,USD,14.88,USD,14.88,USD,15,USD,15.11,USD,963666.666666667,USD,14.767000000000001,14.765000000000036,14.780999999999988,14.797692307692285,14.839413389377011,14.787500000000026,14.735586610623042,14.876361125946126,14.777599999999993,14.67883887405386,,0.7128157894039506,2025-02-18,2025-05-06,Buy,22.636364,USD,Neutral,14.622966387217797,14.417077785945004
TDW,Tidewater Inc.,Marine shipping,Transportation,NYSE,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000, PHLX Oil Service Sector",2178734612,USD,42.33,USD,42.29,USD,0.1700000000000017,USD,0.4016064257028153,-0.09449562957713005,48659824.1396,1278275,3353548,1266,1283043.7,1321829.3,1207820.111111111,4.344677769732089,3.244951617032453,6.3441928438067,42.29666666666667,12.431718061674008,0.9357988480720625,0.9464846953844955,1.095682,0.91540724,1.0601137,3.553857791225416,2.560900016100467,2.884400733493548,3.0733045864366915,1.4379929964268292,0.8889341064722909,1.2861679872846692,0.5948814742901442,0.9527714975937014,55.93,USD,59.16,USD,79.43,USD,111.4225,USD,2513.144,USD,42.43,USD,42.76,USD,42.82,USD,42.82,USD,42.82,USD,43.13,USD,43.13,USD,43.13,USD,46.07,USD,174783.76623376601,USD,42.306999999999945,42.368749999999906,42.5288,42.66894615384603,42.82657413012674,42.52444999999995,42.22232586987317,43.13667616235543,42.48756500000006,41.83845383764469,,0.9464846953844955,2025-02-27,2025-05-01,Buy,66.875,USD,Neutral,41.72139349364431,41.474268369863836
MTX,Minerals Technologies Inc.,Chemicals: specialty,Process industries,NYSE,"Russell 2000, Russell 3000, Mini-Russell 2000",2169352743,USD,68.01,USD,68.99,USD,0.4899999999999949,USD,0.7204822820173428,1.4409645640346855,31485706.2912,167222,605420,400,190727.2,202458.26666666666,166684.93333333332,1.0946745562130313,1.6704437967256913,2.2333433060178587,67.98333333333333,13.149143497931249,0.8275874333327405,0.8803669257230221,1.2172254,1.3352295,1.279384,6.347251426854911,3.0536218250235185,3.018540248767895,2.7385331025530073,1.317134718193525,0.6267291373964065,0.7892808933420207,0.7257406079692893,0.6945656608138862,72.75,USD,78.23,USD,86.49,USD,90.295,USD,90.295,USD,68.04,USD,68.27,USD,68.27,USD,68.27,USD,68.27,USD,68.34,USD,68.34,USD,69.18,USD,69.725,USD,544461.578000514,USD,67.93199999999992,67.93125000000009,68.06200000000011,68.0815384615383,68.25096585587984,68.02674999999996,67.80253414412009,68.34854194350993,68.05049999999994,67.75245805648996,,0.8803669257230221,2025-02-06,2025-04-24,Strong buy,101,USD,Neutral,67.91440258770501,67.72687199842616
HG,"Hamilton Insurance Group, Ltd.",Multi-line insurance,Finance,NYSE,"Russell 2000, Russell 3000, Mini-Russell 2000",2141190281.9999998,USD,21.03,USD,21.04,USD,0.00999999999999801,USD,0.04755111745125064,0.04755111745125064,56559511.2624,556500,2090785,200,638938.1,532531.3666666667,443783.73333333334,2.184466019417472,2.539505882220844,3.724634084558961,20.893333333333334,5.522439011580579,0.8884033292525375,0.8191105181002818,0.24102755,0.91717935,0.91717935,3.359571298334556,11.454999331342218,6.650546504433904,3.741273721615968,1.3231285908078882,0.7222058975202238,0.8550019287115386,0.9073493262249315,0.8996000059480133,21.05,USD,21.05,USD,21.05,USD,21.05,USD,21.05,USD,21.04,USD,21.04,USD,21.04,USD,21.04,USD,21.04,USD,21.04,USD,21.05,USD,21.05,USD,21.05,USD,3818430,USD,20.99299999999999,20.96937499999999,20.972000000000037,20.967246153846116,21.02402542341764,20.966154999999965,20.90828457658229,21.022039286008557,20.95845999999997,20.894880713991384,,0.8191105181002818,2025-02-26,2025-05-07,Strong buy,23.833333,USD,Strong buy,20.756069523887504,20.54952658601053
STNG,Scorpio Tankers Inc.,Marine shipping,Transportation,NYSE,"Russell 2000, Russell 3000, Mini-Russell 2000",2073678671.0000002,USD,41.54,USD,42.1,USD,0.3100000000000023,USD,0.7462686567164234,1.3480982185845025,49904774.4,980980,2810244,600,926092.9,981330.7666666667,995966.6,3.1966813079551057,2.6331921598726398,3.801631548142932,41.536666666666655,3.183117370748117,0.7919234491455481,1.0390249193124037,-0.06486224,-0.1888256,-0.005059273,4.591316676885347,7.217259355343987,7.893399872087054,4.701353753025637,1.732096494119899,0.9920902873253163,0.7980567926374198,0.5703192272419261,0.7252216556261788,44.73,USD,56.74,USD,74.67,USD,84.67,USD,130.1,USD,41.56,USD,41.645,USD,41.645,USD,41.645,USD,41.645,USD,41.645,USD,42.09,USD,42.09,USD,42.09,USD,,,41.50739999999998,41.514749999999964,41.50719999999984,41.403153846153614,41.62517656785217,41.51694999999999,41.4087234321478,41.606071619148224,41.338299999999975,41.07052838085173,,1.0390249193124037,2025-02-12,2025-05-08,Buy,67.833333,USD,Buy,40.88388523754119,40.17173328175833
SYBT,"Stock Yards Bancorp, Inc.",Regional banks,Finance,NASDAQ,"NASDAQ Composite, Russell 2000, NASDAQ Bank, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",2049265248.0000002,USD,69.55,USD,70,USD,0.7999999999999972,USD,1.150251617541333,0.6470165348670063,26913208.0496,102415,278369,300,82937.7,95409.7,134733.26666666666,2.6846611522275556,1.9144423954295544,2.7231531321962237,69.74000000000001,17.866776273537646,1.7547856570282325,1.2840412287377492,1.3608555,0.84974146,0.8502905,9.191452497834247,8.597379912663756,4.068093123401964,2.047861202512713,1.3838410381839865,0.7269676761670135,1.327054437194808,0.4589707950608979,0.4135206117562139,75.965,USD,77.805,USD,79.79,USD,79.79,USD,79.79,USD,69.58,USD,69.65,USD,69.69,USD,69.69,USD,69.69,USD,70.5975,USD,70.76,USD,70.76,USD,74.61,USD,470326.851851852,USD,69.53399999999996,69.49187500000006,69.56900000000014,69.87384615384597,70.49759958107069,69.76950000000008,69.04140041892947,70.42126082665442,69.78625000000002,69.15123917334563,,1.2840412287377492,2025-01-22,2025-04-23,Neutral,79.2,USD,Sell,69.33894520741893,69.04436316948357
KLC,"KinderCare Learning Companies, Inc.",Other consumer services,Consumer services,NYSE,"Russell 2000, Russell 3000, Mini-Russell 2000",2036094695.0000002,USD,17.26,USD,18.12,USD,0.8599999999999994,USD,4.982618771726532,4.982618771726532,31070852.51292,339028,1610565,600,586674.1,419827.2,602159.8111111111,3.16796174536761,3.413931721544929,4.682033802068564,17.083333333333332,35.79427623392783,0.513169243868016,0.591517364486102,1.6362841,1.114512,1.114512,7.100908386733329,9.611009266467441,7.060850962681245,6.981197515423502,1.9789602891098195,0.99206041018227,0.8725575171236584,0.6543495997008762,,21.18,USD,21.49,USD,29.89,USD,29.89,USD,29.89,USD,17.26,USD,17.26,USD,17.26,USD,17.26,USD,17.26,USD,17.26,USD,17.26,USD,17.26,USD,20.15,USD,,,17.199999999999996,17.186875,17.17499999999999,17.148076923076903,17.225380131288055,17.166000000000057,17.10661986871206,17.250672881280703,17.13725,17.0238271187193,,0.591517364486102,2024-11-20,2025-03-20,Buy,31.75,USD,Strong buy,16.99393688964281,16.97893396078771
SHO,"Sunstone Hotel Investors, Inc.",Real estate investment trusts,Finance,NYSE,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",1984058383,USD,9.87,USD,9.9,USD,0.2400000000000002,USD,2.4316109422492427,0.30395136778116655,198434900.755,1952777,5202397,5179,2395237.3,2083837.2,2560784.822222222,2.8379772961816343,2.8330304753863516,3.0502568768348737,9.831666666666665,72.4669603524229,0.6687273156350557,0.8140862764023049,1.016146,1.058093,1.2008687,8.343532766918187,5.381007864841247,4.741277039813716,3.721718708896142,1.8151811159979587,0.8706452011047014,1.0389006770105256,0.5078301541429985,0.6322433354408981,11.505,USD,12.27,USD,12.41,USD,12.41,USD,31.45,USD,9.91,USD,9.925,USD,9.925,USD,9.925,USD,9.925,USD,9.935,USD,9.935,USD,9.94,USD,10.665,USD,25161361.111111097,USD,9.89000000000001,9.893125000000019,9.88800000000001,9.900769230769203,9.919485546286872,9.897245000000009,9.875004453713146,9.944346235578436,9.883249999999972,9.822153764421508,,0.8140862764023049,2025-02-21,2025-04-30,Neutral,11.333333,USD,Neutral,9.80520001907961,9.873265715999018
